drug_1,drug_2,interaction
prednisone,vindesine,1
etoposide,carboplatin,1
etoposide,prednisone,1
etoposide,vindesine,1
carboplatin,prednisone,1
carboplatin,vindesine,1
prednisone,vindesine,1
naproxen,dexamethasone,0
trastuzumab,lapatinib,1
voriconazole,hydrochlorothiazide,0
Sorafenib,bevacizumab,1
Sorafenib,ixabepilone,1
Sorafenib,gemcitabine,1
Sorafenib,capecitabine,1
Sorafenib,tamoxifen,1
bevacizumab,ixabepilone,0
bevacizumab,gemcitabine,0
bevacizumab,capecitabine,0
bevacizumab,tamoxifen,0
ixabepilone,gemcitabine,0
ixabepilone,capecitabine,0
ixabepilone,tamoxifen,0
gemcitabine,capecitabine,0
gemcitabine,tamoxifen,0
capecitabine,tamoxifen,0
paclitaxel,cisplatin,1
paclitaxel,carboplatin,1
cisplatin,carboplatin,0
neomycin,lactitol,0
cis-platinum,carboplatin,0
cis-platinum,oxaliplatin,0
cis-platinum,Hyperthermia,1
carboplatin,oxaliplatin,0
carboplatin,Hyperthermia,1
oxaliplatin,Hyperthermia,1
5-fluorouracil,oxaliplatin,1
5-fluorouracil,leucovorin,1
oxaliplatin,leucovorin,1
trastuzumab,capecitabine,1
trastuzumab,Cisplatin,1
capecitabine,Cisplatin,1
Sulpiride,hydroxyzine,1
anastrozole,tamoxifen,0
tissue plasminogen activator,heparin,1
tissue plasminogen activator,prostaglandin E1,1
heparin,prostaglandin E1,1
Roxithromycin,clarithromycin,1
etoposide,vinblastine,1
etoposide,doxorubicin,1
etoposide,etoposide,0
etoposide,bleomycin,0
etoposide,dacarbazine,0
vinblastine,doxorubicin,1
vinblastine,etoposide,0
vinblastine,bleomycin,1
vinblastine,dacarbazine,1
doxorubicin,etoposide,0
doxorubicin,bleomycin,1
doxorubicin,dacarbazine,1
etoposide,bleomycin,0
etoposide,dacarbazine,0
bleomycin,dacarbazine,1
gemcitabine,vinorelbine,0
gemcitabine,irinotecan,0
vinorelbine,irinotecan,0
Carvedilol,imatinib,1
cytarabine,sorafenib,1
panitumumab,cetuximab,1
ABT-450,ritonavir,1
ABT-450,ombitasvir,1
ABT-450,dasabuvir,1
ABT-450,cyclosporine,1
ABT-450,tacrolimus,1
ritonavir,ombitasvir,1
ritonavir,dasabuvir,1
ritonavir,cyclosporine,1
ritonavir,tacrolimus,1
ombitasvir,dasabuvir,1
ombitasvir,cyclosporine,1
ombitasvir,tacrolimus,1
dasabuvir,cyclosporine,1
dasabuvir,tacrolimus,1
cyclosporine,tacrolimus,0
estrone,diethylstilbestrol,0
dihydroartemisinin,artesunate,0
dihydroartemisinin,artemether,0
artesunate,artemether,0
dipyridamole,aspirin,1
dipyridamole,dipyridamole,1
aspirin,dipyridamole,1
cyclophosphamide,methotrexate,1
cyclophosphamide,fluorouracil,1
methotrexate,fluorouracil,1
lapatinib,capecitabine,1
histamine,pyrilamine,0
histamine,ranitidine,0
histamine,morphine,0
histamine,naloxone,0
pyrilamine,ranitidine,0
pyrilamine,morphine,0
pyrilamine,naloxone,0
ranitidine,morphine,0
ranitidine,naloxone,0
morphine,naloxone,0
curcumin,doxorubicin,1
carbamazepine,phenytoin,0
olaparib,carboplatin,1
olaparib,paclitaxel,1
carboplatin,paclitaxel,1
Abiraterone,pregnenolone,0
mefloquine,halofantrine,0
mefloquine,primaquine,0
mefloquine,atovaquone,0
mefloquine,artesunate,0
halofantrine,primaquine,0
halofantrine,atovaquone,0
halofantrine,artesunate,0
primaquine,atovaquone,0
primaquine,artesunate,0
atovaquone,artesunate,0
decitabine,cytarabine,1
decitabine,aclarubicin,1
cytarabine,aclarubicin,1
diclofenac,ketoprofen,0
Pertuzumab,trastuzumab,1
Pertuzumab,docetaxel,1
trastuzumab,docetaxel,1
sorafenib,regorafenib,1
sorafenib,lenvatinib,1
regorafenib,lenvatinib,0
boceprevir,telaprevir,0
boceprevir,peginterferon-alfa,1
boceprevir,ribavirin,1
telaprevir,peginterferon-alfa,1
telaprevir,ribavirin,1
peginterferon-alfa,ribavirin,1
bicalutamide,enzalutamide,0
bicalutamide,plumbagin,1
enzalutamide,plumbagin,1
venetoclax,cytarabine,1
vincristine,bleomycin,1
vincristine,methotrexate,1
bleomycin,methotrexate,1
labetalol,prazosin,1
labetalol,nifedipine,1
prazosin,nifedipine,1
Ipilimumab,Pembrolizumab,0
Ipilimumab,Nivolumab,0
Pembrolizumab,Nivolumab,0
anastrozole,tamoxifen,0
amphotericin,miconazole,1
amphotericin,clotrimazole,1
amphotericin,triphenyltin isoselenocyanate 4-picoline,1
miconazole,clotrimazole,1
miconazole,triphenyltin isoselenocyanate 4-picoline,1
clotrimazole,triphenyltin isoselenocyanate 4-picoline,1
Everolimus,bevacizumab,1
Everolimus,mFOLFOX-6,1
bevacizumab,mFOLFOX-6,1
Bevacizumab,Ranibizumab,0
Bevacizumab,Aflibercept,0
Ranibizumab,Aflibercept,0
ceftriaxone,spectinomycin,0
ceftriaxone,penicillin,0
ceftriaxone,tetracycline,0
ceftriaxone,ciprofloxacin,0
ceftriaxone,cefixime,0
spectinomycin,penicillin,0
spectinomycin,tetracycline,0
spectinomycin,ciprofloxacin,0
spectinomycin,cefixime,0
penicillin,tetracycline,0
penicillin,ciprofloxacin,0
penicillin,cefixime,0
tetracycline,ciprofloxacin,0
tetracycline,cefixime,0
ciprofloxacin,cefixime,0
sunitinib,everolimus,0
paclitaxel,carboplatin,1
paclitaxel,paclitaxel,0
paclitaxel,carboplatin,0
carboplatin,paclitaxel,0
carboplatin,carboplatin,0
paclitaxel,carboplatin,0
pertuzumab,docetaxel,1
vorinostat,doxorubicin,1
VM26,ifosfamide,1
VM26,"methyl GAG ,",1
VM26,mitoxantrone,1
VM26,adriamycin,1
VM26,methotrexate,1
VM26,Ara C,1
ifosfamide,"methyl GAG ,",1
ifosfamide,mitoxantrone,1
ifosfamide,adriamycin,1
ifosfamide,methotrexate,1
ifosfamide,Ara C,1
"methyl GAG ,",mitoxantrone,1
"methyl GAG ,",adriamycin,1
"methyl GAG ,",methotrexate,1
"methyl GAG ,",Ara C,1
mitoxantrone,adriamycin,0
mitoxantrone,methotrexate,1
mitoxantrone,Ara C,1
adriamycin,methotrexate,1
adriamycin,Ara C,1
methotrexate,Ara C,1
Cyclophosphamide,Doxorubicin,1
Cyclophosphamide,Vincristine,1
Cyclophosphamide,Etoposide,1
Cyclophosphamide,Prednisone,1
Doxorubicin,Vincristine,1
Doxorubicin,Etoposide,1
Doxorubicin,Prednisone,1
Vincristine,Etoposide,1
Vincristine,Prednisone,1
Etoposide,Prednisone,1
gemcitabine,gemcitabine,0
gemcitabine,pertuzumab,0
gemcitabine,pertuzumab,1
verapamil,reserpine,0
thiotepa,5FU,1
thiotepa,leucovorin,1
5FU,leucovorin,1
cisplatin,fluorouracil,1
cisplatin,leucovorin,1
cisplatin,cisplatin,0
fluorouracil,leucovorin,1
fluorouracil,cisplatin,0
leucovorin,cisplatin,0
epinephrine,platelet activating factor,0
paclitaxel,vinorelbine,0
l-leucine,metformin,1
l-leucine,sildenafil,1
metformin,sildenafil,1
linezolid,levofloxacin,1
tamsulosin,dutasteride,1
perindopril,indapamide,1
azacitidine,fludarabine,0
azacitidine,cytarabine,0
fludarabine,cytarabine,1
dabrafenib,nivolumab,0
dabrafenib,ipilimumab,0
dabrafenib,vemurafenib,0
dabrafenib,nivolumab,0
dabrafenib,pembrolizumab,0
nivolumab,ipilimumab,1
nivolumab,vemurafenib,0
nivolumab,nivolumab,0
nivolumab,pembrolizumab,0
ipilimumab,vemurafenib,0
ipilimumab,nivolumab,0
ipilimumab,pembrolizumab,0
vemurafenib,nivolumab,0
vemurafenib,pembrolizumab,0
nivolumab,pembrolizumab,0
etoposide,doxorubicin,0
etoposide,vinblastine,0
etoposide,vincristine,0
doxorubicin,vinblastine,0
doxorubicin,vincristine,0
vinblastine,vincristine,0
carboplatin,paclitaxel,1
docetaxel,prednisone,1
docetaxel,pazopanib,1
prednisone,pazopanib,1
paromomycin,gentamicin,1
bortezomib,dexamethasone,1
Meropenem,Vancomycin,0
Ribociclib,Abemaciclib,0
nivolumab,ipilimumab,1
cyclosporin,escitalopram,1
cyclosporin,escitalopram,0
cyclosporin,escitalopram,0
escitalopram,escitalopram,0
escitalopram,escitalopram,0
escitalopram,escitalopram,0
mezlocillin,carbenicillin,0
mezlocillin,aminoglycoside,1
mezlocillin,aminoglycoside,0
carbenicillin,aminoglycoside,0
carbenicillin,aminoglycoside,1
aminoglycoside,aminoglycoside,0
cisplatinum,cyclophosphamide,1
cisplatinum,Lenograstim,1
cyclophosphamide,Lenograstim,1
caspofungin,voriconazole,0
caspofungin,amphotericin,0
caspofungin,amphotericin,0
voriconazole,amphotericin,0
voriconazole,amphotericin,0
amphotericin,amphotericin,0
Ifosfamide,doxorubicin,1
Celecoxib,Sertraline,1
streptomycin,isoniazid,0
streptomycin,ethambutol,0
isoniazid,ethambutol,0
ruxolitinib,lestaurtinib,0
ruxolitinib,everolimus,0
lestaurtinib,everolimus,0
delanzomib,carfilzomib,0
delanzomib,ixazomib,0
carfilzomib,ixazomib,0
rituximab,cyclophosphamide,1
rituximab,steroids,1
cyclophosphamide,steroids,1
bleomycin,etoposide,1
bleomycin,doxorubicin,1
bleomycin,cyclophosphamide,1
bleomycin,vincristine,1
bleomycin,procarbazine,1
bleomycin,prednisone,1
bleomycin,doxorubicin,0
bleomycin,vinblastine,0
bleomycin,dacarbazine,0
bleomycin,bleomycin,0
etoposide,doxorubicin,1
etoposide,cyclophosphamide,1
etoposide,vincristine,1
etoposide,procarbazine,1
etoposide,prednisone,1
etoposide,doxorubicin,0
etoposide,vinblastine,0
etoposide,dacarbazine,0
etoposide,bleomycin,0
doxorubicin,cyclophosphamide,1
doxorubicin,vincristine,1
doxorubicin,procarbazine,1
doxorubicin,prednisone,1
doxorubicin,doxorubicin,0
doxorubicin,vinblastine,0
doxorubicin,dacarbazine,0
doxorubicin,bleomycin,0
cyclophosphamide,vincristine,1
cyclophosphamide,procarbazine,1
cyclophosphamide,prednisone,1
cyclophosphamide,doxorubicin,0
cyclophosphamide,vinblastine,0
cyclophosphamide,dacarbazine,0
cyclophosphamide,bleomycin,0
vincristine,procarbazine,1
vincristine,prednisone,1
vincristine,doxorubicin,0
vincristine,vinblastine,0
vincristine,dacarbazine,0
vincristine,bleomycin,0
procarbazine,prednisone,1
procarbazine,doxorubicin,0
procarbazine,vinblastine,0
procarbazine,dacarbazine,0
procarbazine,bleomycin,0
prednisone,doxorubicin,0
prednisone,vinblastine,0
prednisone,dacarbazine,0
prednisone,bleomycin,0
doxorubicin,vinblastine,1
doxorubicin,dacarbazine,1
doxorubicin,bleomycin,1
vinblastine,dacarbazine,1
vinblastine,bleomycin,1
dacarbazine,bleomycin,1
DPDPE,propranolol,1
DPDPE,CGRP(8,1
propranolol,CGRP(8,1
amphotericin,itraconazole,1
capecitabine,paclitaxel,1
nifedipine,nicorandil,0
epirubicin,doxorubicin,0
irbesartan,hydrochlorothiazide,1
fludarabine,hydroxyurea,0
olprinone,nicardipine,1
Telmisartan,candesartan,0
azithromycin,doxycycline,0
halofantrine,mefloquine,0
genistein,curcumin,0
genistein,resveratrol,0
curcumin,resveratrol,0
paroxetine,risperidone,1
etoposide,vincristine,1
etoposide,doxorubicin,1
etoposide,cyclophosphamide,1
etoposide,prednisone,1
etoposide,bortezomib,1
vincristine,doxorubicin,1
vincristine,cyclophosphamide,1
vincristine,prednisone,1
vincristine,bortezomib,1
doxorubicin,cyclophosphamide,1
doxorubicin,prednisone,1
doxorubicin,bortezomib,1
cyclophosphamide,prednisone,1
cyclophosphamide,bortezomib,1
prednisone,bortezomib,1
clozapine,olanzapine,1
clozapine,quetiapine,1
olanzapine,quetiapine,1
Paclitaxel,bevacizumab,1
Dabigatran,Lepirudin,0
azithromycin,doxycycline,0
formoterol,budesonide,1
gefitinib,gefitinib,0
gefitinib,erlotinib,1
gefitinib,bevacizumab,1
gefitinib,erlotinib,0
gefitinib,bevacizumab,0
erlotinib,bevacizumab,1
olmesartan medoxomil,amlodipine,1
olmesartan medoxomil,HCTZ,1
amlodipine,HCTZ,1
telmisartan,hydrochlorothiazide,1
rapamycin,temsirolimus,0
rapamycin,sorafenib,0
temsirolimus,sorafenib,1
cyclophosphamide,doxorubicin,1
cyclophosphamide,cisplatin,1
cyclophosphamide,etoposide,1
doxorubicin,cisplatin,1
doxorubicin,etoposide,1
cisplatin,etoposide,1
atorvastatin,pravastatin,0
atorvastatin,simvastatin,0
pravastatin,simvastatin,0
trabectedin,gemcitabine,1
alemtuzumab,bendamustine,0
vincristine,doxorubicin,1
vincristine,ifosfamide,1
vincristine,etoposide,1
doxorubicin,ifosfamide,1
doxorubicin,etoposide,1
ifosfamide,etoposide,1
gemcitabine,mitoxantrone,1
cinnamaldehyde,citral,0
cinnamaldehyde,eugenol,0
cinnamaldehyde,geraniol,0
cinnamaldehyde,fluconazole,1
cinnamaldehyde,amphotericin,0
citral,eugenol,0
citral,geraniol,0
citral,fluconazole,0
citral,amphotericin,0
eugenol,geraniol,0
eugenol,fluconazole,0
eugenol,amphotericin,0
geraniol,fluconazole,0
geraniol,amphotericin,0
fluconazole,amphotericin,0
trastuzumab,pertuzumab,1
trastuzumab,trastuzumab emtansine,1
trastuzumab,pertuzumab,1
pertuzumab,trastuzumab emtansine,1
pertuzumab,pertuzumab,1
trastuzumab emtansine,pertuzumab,1
cetuximab,conatumumab,0
cetuximab,conatumumab,0
cetuximab,cetuximab,0
conatumumab,conatumumab,0
conatumumab,cetuximab,0
conatumumab,cetuximab,0
amphotericin,Miltefosine,1
verapamil,etoposide,1
verapamil,doxorubicin,1
verapamil,vincristine,1
etoposide,doxorubicin,0
etoposide,vincristine,0
doxorubicin,vincristine,0
sunitinib,sorafenib,0
sunitinib,temsirolimus,0
sunitinib,everolimus,0
sorafenib,temsirolimus,0
sorafenib,everolimus,0
temsirolimus,everolimus,0
trametinib,palbociclib,1
sulfisoxazole,sulfamethoxazole,0
aspirin,clopidogrel,0
FOLFOXIRI,5-fluorouracil,0
FOLFOXIRI,5-FU,0
FOLFOXIRI,irinotecan,0
FOLFOXIRI,oxaliplatin,0
5-fluorouracil,5-FU,0
5-fluorouracil,irinotecan,0
5-fluorouracil,oxaliplatin,0
5-FU,irinotecan,1
5-FU,oxaliplatin,1
irinotecan,oxaliplatin,1
antibodies,ibrutinib,1
antibodies,idelalisib,1
antibodies,lenalidomide,1
ibrutinib,idelalisib,0
ibrutinib,lenalidomide,0
idelalisib,lenalidomide,0
quinine,mefloquine,1
quinine,halofantrine,1
mefloquine,halofantrine,0
ifosfamide,etoposide,1
goserelin acetate,tamoxifen,1
docetaxel,fluorouracil,1
docetaxel,hydroxyurea,1
docetaxel,docetaxel,0
docetaxel,cisplatin,0
docetaxel,fluorouracil,0
fluorouracil,hydroxyurea,1
fluorouracil,docetaxel,0
fluorouracil,cisplatin,0
fluorouracil,fluorouracil,0
hydroxyurea,docetaxel,0
hydroxyurea,cisplatin,0
hydroxyurea,fluorouracil,0
docetaxel,cisplatin,1
docetaxel,fluorouracil,1
cisplatin,fluorouracil,1
afatinib,crizotinib,0
afatinib,osimertinib,0
afatinib,erlotinib,0
afatinib,nintedanib,0
crizotinib,osimertinib,0
crizotinib,erlotinib,0
crizotinib,nintedanib,0
osimertinib,erlotinib,0
osimertinib,nintedanib,0
erlotinib,nintedanib,0
sildenafil,sildenafil,0
sildenafil,bosentan,0
sildenafil,bosentan,1
azathioprine,infliximab,1
azathioprine,azathioprine,0
infliximab,azathioprine,0
Enzalutamide,Casodex,0
Enzalutamide,Bicalutamide,0
Casodex,Bicalutamide,0
ketoconazole,hydrocortisone,1
betahistine,oxcarbazepine,1
betahistine,carbamazepine,1
oxcarbazepine,carbamazepine,0
Sorafenib,gemcitabine,1
Rapamycin,Selumetinib,1
Rapamycin,NVP-BEZ235,0
Rapamycin,PF-4708671,0
Selumetinib,NVP-BEZ235,1
Selumetinib,PF-4708671,1
NVP-BEZ235,PF-4708671,0
Vinorelbine,ifosfamide,1
Vinorelbine,cisplatin,1
ifosfamide,cisplatin,1
drospirenone,ethinyl estradiol,1
5-fluorouracil,5-Fu,0
5-fluorouracil,cisplatin,0
5-fluorouracil,CDDP,0
5-fluorouracil,mitomycin,0
5-fluorouracil,MMC,0
5-fluorouracil,etoposide,0
5-fluorouracil,doxorubicin,0
5-fluorouracil,ADM,0
5-fluorouracil,vindesine sulfate,0
5-fluorouracil,VDS,0
5-Fu,cisplatin,0
5-Fu,CDDP,0
5-Fu,mitomycin,0
5-Fu,MMC,0
5-Fu,etoposide,0
5-Fu,doxorubicin,0
5-Fu,ADM,0
5-Fu,vindesine sulfate,0
5-Fu,VDS,0
cisplatin,CDDP,0
cisplatin,mitomycin,0
cisplatin,MMC,0
cisplatin,etoposide,0
cisplatin,doxorubicin,0
cisplatin,ADM,0
cisplatin,vindesine sulfate,0
cisplatin,VDS,0
CDDP,mitomycin,0
CDDP,MMC,0
CDDP,etoposide,0
CDDP,doxorubicin,0
CDDP,ADM,0
CDDP,vindesine sulfate,0
CDDP,VDS,0
mitomycin,MMC,0
mitomycin,etoposide,0
mitomycin,doxorubicin,0
mitomycin,ADM,0
mitomycin,vindesine sulfate,0
mitomycin,VDS,0
MMC,etoposide,0
MMC,doxorubicin,0
MMC,ADM,0
MMC,vindesine sulfate,0
MMC,VDS,0
etoposide,doxorubicin,0
etoposide,ADM,0
etoposide,vindesine sulfate,0
etoposide,VDS,0
doxorubicin,ADM,0
doxorubicin,vindesine sulfate,0
doxorubicin,VDS,0
ADM,vindesine sulfate,0
ADM,VDS,0
vindesine sulfate,VDS,0
ticagrelor,clopidogrel,1
methotrexate,probenecid,1
methotrexate,salicylates,1
methotrexate,penicillin,1
methotrexate,methotrexate,0
probenecid,salicylates,0
probenecid,penicillin,0
probenecid,methotrexate,0
salicylates,penicillin,0
salicylates,methotrexate,0
penicillin,methotrexate,0
Doxorubicin,Cyclophosphamide,1
Doxorubicin,Paclitaxel,1
Cyclophosphamide,Paclitaxel,1
chloroquine,proguanil,1
chloroquine,mefloquine,0
proguanil,mefloquine,0
cetuximab,oxaliplatin,1
L-carnitine,doxorubicin,1
gemcitabine,fluorouracil,0
rituximab,abatacept,0
rituximab,tocilizumab,0
abatacept,tocilizumab,0
halothane,reserpine,0
halothane,halothane,0
halothane,haloperidol,0
halothane,veratridine,0
halothane,6-OHDA,0
halothane,raclopride,0
reserpine,halothane,0
reserpine,haloperidol,0
reserpine,veratridine,1
reserpine,6-OHDA,0
reserpine,raclopride,0
halothane,haloperidol,0
halothane,veratridine,0
halothane,6-OHDA,0
halothane,raclopride,0
haloperidol,veratridine,0
haloperidol,6-OHDA,1
haloperidol,raclopride,0
veratridine,6-OHDA,0
veratridine,raclopride,0
6-OHDA,raclopride,1
cyclophosphamide,methylprednisolone,1
docetaxel,pemetrexed,0
methotrexate,cytarabine,1
pemetrexed,bevacizumab,1
pemetrexed,Cisplatinum,1
bevacizumab,Cisplatinum,1
Trastuzumab,lapatinib,0
irinotecan,oxaliplatin,0
irinotecan,raltitrexed,0
oxaliplatin,raltitrexed,0
NaHCO3,NH4Cl,0
NaHCO3,SKF 525A,0
NaHCO3,piperonyl butoxide,0
NaHCO3,progesterone,0
NaHCO3,cysteamine,0
NaHCO3,phenobarbital,0
NaHCO3,metyrapone,0
NaHCO3,[methyl-14C]nicotine,0
NH4Cl,SKF 525A,0
NH4Cl,piperonyl butoxide,0
NH4Cl,progesterone,0
NH4Cl,cysteamine,0
NH4Cl,phenobarbital,0
NH4Cl,metyrapone,0
NH4Cl,[methyl-14C]nicotine,0
SKF 525A,piperonyl butoxide,0
SKF 525A,progesterone,0
SKF 525A,cysteamine,0
SKF 525A,phenobarbital,0
SKF 525A,metyrapone,0
SKF 525A,[methyl-14C]nicotine,0
piperonyl butoxide,progesterone,0
piperonyl butoxide,cysteamine,0
piperonyl butoxide,phenobarbital,0
piperonyl butoxide,metyrapone,0
piperonyl butoxide,[methyl-14C]nicotine,0
progesterone,cysteamine,0
progesterone,phenobarbital,0
progesterone,metyrapone,0
progesterone,[methyl-14C]nicotine,1
cysteamine,phenobarbital,0
cysteamine,metyrapone,0
cysteamine,[methyl-14C]nicotine,0
phenobarbital,metyrapone,0
phenobarbital,[methyl-14C]nicotine,0
metyrapone,[methyl-14C]nicotine,1
Capecitabine,fluorouracil,0
artemisinin,lumefantrine,0
vincristine,doxorubicin,1
vincristine,cyclophosphamide,1
vincristine,ifosfamide,1
vincristine,etoposide,1
doxorubicin,cyclophosphamide,1
doxorubicin,ifosfamide,1
doxorubicin,etoposide,1
cyclophosphamide,ifosfamide,1
cyclophosphamide,etoposide,1
ifosfamide,etoposide,1
boceprevir,telaprevir,0
boceprevir,pegylated interferon,1
boceprevir,ribavirin,1
telaprevir,pegylated interferon,1
telaprevir,ribavirin,1
pegylated interferon,ribavirin,1
reserpine,nicardipine,0
reserpine,verapamil,0
reserpine,trifluoperazine,0
nicardipine,verapamil,0
nicardipine,trifluoperazine,0
verapamil,trifluoperazine,0
temozolomide,procarbazine,0
temozolomide,vincristine,0
procarbazine,vincristine,0
Ketoconazole,genistein,0
Melphalan,cisplatin,0
Melphalan,carboplatin,0
Melphalan,doxorubicin,0
Melphalan,etoposide,0
cisplatin,carboplatin,0
cisplatin,doxorubicin,0
cisplatin,etoposide,0
carboplatin,doxorubicin,0
carboplatin,etoposide,0
doxorubicin,etoposide,0
erlotinib,docetaxel,0
ifosfamide,etoposide,1
ranibizumab,aflibercept,0
Vinorelbine,gemcitabine,0
Vinorelbine,docetaxel,0
Vinorelbine,paclitaxel,0
Vinorelbine,irinotecan,0
gemcitabine,docetaxel,0
gemcitabine,paclitaxel,0
gemcitabine,irinotecan,0
docetaxel,paclitaxel,0
docetaxel,irinotecan,0
paclitaxel,irinotecan,0
omeprazole,ritonavir,1
omeprazole,GSK2336805,1
ritonavir,GSK2336805,1
chloroquine,hydroxychloroquine,0
chloroquine,azithromycin,0
hydroxychloroquine,azithromycin,0
paclitaxel,sorafenib,1
cyclophosphamide,doxorubicin,1
cyclophosphamide,methotrexate,1
doxorubicin,methotrexate,1
curcumin,docetaxel,1
curcumin,curcumin,0
docetaxel,curcumin,0
dabrafenib,trametinib,1
dabrafenib,dabrafenib,0
trametinib,dabrafenib,0
clindamycin,gentamicin,1
trovafloxacin,doxorubicin,0
trovafloxacin,etoposide,0
doxorubicin,etoposide,0
doxorubicin,etoposide,1
doxorubicin,ifosfamide,1
etoposide,ifosfamide,1
trastuzumab,ramucirumab,0
doxorubicin,paclitaxel,1
ofatumumab,carfilzomib,0
ofatumumab,rapamycin,0
carfilzomib,rapamycin,0
hydrogen peroxide,cimetidine,1
hydrogen peroxide,ranitidine,1
cimetidine,ranitidine,0
Chloroquine,Auranofin,0
docetaxel,prednisone,1
docetaxel,custirsen,1
docetaxel,docetaxel,0
docetaxel,prednisone,0
prednisone,custirsen,1
prednisone,docetaxel,0
prednisone,prednisone,0
custirsen,docetaxel,0
custirsen,prednisone,0
docetaxel,prednisone,0
Carboplatin,etoposide,1
paclitaxel,carboplatin,1
trastuzumab,bevacizumab,1
nivolumab,pembrolizumab,0
nivolumab,atezolizumab,0
nivolumab,durvalumab,0
nivolumab,ipilimumab,0
nivolumab,tremelimumab,0
nivolumab,bevacizumab,0
nivolumab,lenvatinib,0
nivolumab,cabozantinib,0
pembrolizumab,atezolizumab,0
pembrolizumab,durvalumab,0
pembrolizumab,ipilimumab,0
pembrolizumab,tremelimumab,0
pembrolizumab,bevacizumab,0
pembrolizumab,lenvatinib,0
pembrolizumab,cabozantinib,0
atezolizumab,durvalumab,0
atezolizumab,ipilimumab,0
atezolizumab,tremelimumab,0
atezolizumab,bevacizumab,0
atezolizumab,lenvatinib,0
atezolizumab,cabozantinib,0
durvalumab,ipilimumab,0
durvalumab,tremelimumab,0
durvalumab,bevacizumab,0
durvalumab,lenvatinib,0
durvalumab,cabozantinib,0
ipilimumab,tremelimumab,0
ipilimumab,bevacizumab,0
ipilimumab,lenvatinib,0
ipilimumab,cabozantinib,0
tremelimumab,bevacizumab,0
tremelimumab,lenvatinib,0
tremelimumab,cabozantinib,0
bevacizumab,lenvatinib,0
bevacizumab,cabozantinib,0
lenvatinib,cabozantinib,0
melatonin,cyclophosphamide,1
rituximab,bendamustine,1
rituximab,cytarabine,1
bendamustine,cytarabine,1
sildenafil,ambrisentan,1
sildenafil,epoprostenol,1
ambrisentan,epoprostenol,1
ixabepilone,carboplatin,1
ixabepilone,ixabepilone,0
carboplatin,ixabepilone,0
metformin,gliclazide,0
ifosfamide,carboplatin,1
ifosfamide,etoposide,1
carboplatin,etoposide,1
oxcarbazepine,carbamazepine,0
prasugrel,clopidogrel,0
chloroquine,mefloquine,0
chloroquine,quinine,0
chloroquine,halofantrine,0
chloroquine,atovaquone,0
mefloquine,quinine,0
mefloquine,halofantrine,0
mefloquine,atovaquone,0
quinine,halofantrine,0
quinine,atovaquone,0
halofantrine,atovaquone,0
ketorolac,bupivacaine,1
Etoposide,cytarabine,1
Etoposide,aclarubicin,1
Etoposide,G-CSF,1
cytarabine,aclarubicin,1
cytarabine,G-CSF,1
aclarubicin,G-CSF,1
dolasetron,dolasetron,0
dolasetron,aprepitant,0
dolasetron,aprepitant,0
dolasetron,aprepitant,1
dolasetron,aprepitant,0
aprepitant,aprepitant,0
gemcitabine,ifosfamide,1
gemcitabine,anthracycline,1
ifosfamide,anthracycline,1
cetuximab,irinotecan,1
cetuximab,oxaliplatin,0
cetuximab,5-fluorouracil,0
cetuximab,capecitabine,0
irinotecan,oxaliplatin,0
irinotecan,5-fluorouracil,0
irinotecan,capecitabine,0
oxaliplatin,5-fluorouracil,1
oxaliplatin,capecitabine,1
5-fluorouracil,capecitabine,0
paclitaxel,carboplatin,1
nicotine,ketanserin,1
nicotine,nicotine,0
nicotine,tranylcypromine,0
nicotine,parachloroamphetamine,0
nicotine,ritanserin,1
ketanserin,nicotine,0
ketanserin,tranylcypromine,0
ketanserin,parachloroamphetamine,0
ketanserin,ritanserin,0
nicotine,tranylcypromine,0
nicotine,parachloroamphetamine,1
nicotine,ritanserin,0
tranylcypromine,parachloroamphetamine,0
tranylcypromine,ritanserin,0
parachloroamphetamine,ritanserin,0
diclofenac,carbamazepine,0
Ursodeoxycholic acid,taurine,1
telaprevir,peginterferon-α-2b,1
telaprevir,ribavirin,1
peginterferon-α-2b,ribavirin,0
sumatriptan,yohimbine,0
sumatriptan,ketanserin,0
sumatriptan,haloperidol,0
yohimbine,ketanserin,0
yohimbine,haloperidol,0
ketanserin,haloperidol,0
etoposide,teniposide,0
etoposide,daunorubicin,0
etoposide,doxorubicin,0
etoposide,melphalan,0
etoposide,mitomycin,0
etoposide,bleomycin,0
teniposide,daunorubicin,0
teniposide,doxorubicin,0
teniposide,melphalan,0
teniposide,mitomycin,0
teniposide,bleomycin,0
daunorubicin,doxorubicin,0
daunorubicin,melphalan,0
daunorubicin,mitomycin,0
daunorubicin,bleomycin,0
doxorubicin,melphalan,0
doxorubicin,mitomycin,0
doxorubicin,bleomycin,0
melphalan,mitomycin,0
melphalan,bleomycin,0
mitomycin,bleomycin,0
ampicillin,azlocillin,0
ampicillin,polymyxin,0
ampicillin,rifampicin,1
azlocillin,polymyxin,0
azlocillin,rifampicin,1
polymyxin,rifampicin,1
reteplase,streptokinase,0
ribavirin,inosine,0
rituximab,rituximab,0
rituximab,cyclophosphamide,0
rituximab,azathioprine,0
rituximab,mycophenolate,0
rituximab,glucocorticoids,0
rituximab,cyclophosphamide,1
rituximab,azathioprine,1
rituximab,mycophenolate,0
rituximab,glucocorticoids,1
cyclophosphamide,azathioprine,0
cyclophosphamide,mycophenolate,0
